评论人,时间,内容
irma_hartanti_manurung,2018-01-19,Gw yg cinta ma si liam eh dia yg bawel nanyain mulu ... knpa yee actor makin tua makin aarrrrggghhh #thecommuter #liamneeson #iloveyousomuch #ahgokillah #movie #latepost
fazartheronin,2018-01-19,"Udah nonton THE COMMUTER Dari awal THE COMMUTER emang mau dibikin seperti pendahulunya, NON-STOP (2014). Kedua film ini jadi berasa kembar, tapi ga identik. Yang satu bersetting di kereta, dan satu lagi di pesawat terbang. Secara genre pun sama. Action // Crime //Drama // Mystery // Thriller. Peran utama juga masih Liam Neeson, dan bangku sutradara juga masih dipegang Jaume Collet-Serra. Tapi sayangnya THE COMMUTER menurut gw ga sebagus NON-STOP. Gw lebih suka ketegangan yang disajikan NON-STOP. Gw lebih suka karakter Bill Marks (NON-STOP), ketimbang Michael MacCauley (THE COMMUTER). Gw lebih suka pendalaman semua karakter di NON-STOP. Dan udah pasti gw lebih suka cerita di NON-STOP. Kehadiran duo THE CONJURING (Vera Farmiga & Patrick Wilson) menurut gw belum bisa mengangkat film ini jadi lebih baik, pendalaman karakter mereka masih kurang (mungkin karena durasi mereka tampil sebentar), masih bagus mereka tampil di THE CONJURING. Tapi THE COMMUTER masih layak buat ditonton, terutama yang belum pernah nonton film NON-STOP, ga akan kecewa pastinya, masih enak ditonton & seru nebak-nebak siapa orang yang dicari diantara banyak penumpang. #TheCommuter #NonStop #LiamNeeson #BillMarks #MichaelMacCauley #VeraFarmiga #PatrickWilson"
hagamosbiznis,2018-01-19,"Siguenos en @hagamosbiznis Nuestra recomendacion de este cine para este fin de semana en @cinepolismx @albacinema @cinemark_ca es El Pasajero con #liamneeson #verafarmiga y #patrickwilson Si, el reparto de #elconjuro pero no es el conjuro, estamos seguro que estaras entretenido viendo esta cinta #peliculas #thecommuter"
tanyaroberts92,2018-01-19,Movie night with my honey 🍿🥤📽#movienight#hoyts#frankston#thecommuter#greatmovie#popcornandmalteasers#mygirl#datenight#shopping#tkmaxx#nandos#summernights#bunbuns
imah_lapok,2018-01-19,Movie date 😍 #thecommuter
diaryofamovielover,2018-01-19,#LiamNeeson’s #TheCommuter was basically #NonStop on a train. It’s a regular Liam Neeson Action Thriller but it was still pretty entertaining. Click the link in my bio to read my review📌
davaraydhika_3025,2018-01-19,#thecommuter #xxi #transmartbuahbatu @dianawati190964 @dava_3010 @delvinzevanosabian @cynthiayediana
bookingtiket_xxibjm,2018-01-19,"Buat yang pengen nonton bioskop XXI Duta Mall Banjarmasin (Besok Sabtu dan Minggu, 20-21 Januari 2018) tanpa harus antri beli tiketnya, bisa order lewat saya. Langsung hubungi ke: Telp/WA: 085828127499 Line: afif73 Bisa pilih seat dan waktu tayang sesuka hati (selama masih tersedia). Yuk diorder bro sis!!! Aman dan terpercaya😎, bisa langsung diantar sampai rumah anda dengan selamat😊 . . #dilan1990 #insidiousthelastkey #thegreatestshowman #ayatayatcinta2 #bleedingsteel #susahsinyal #thecommuter #flight555 #studioxxibanjarmasin #dutamallbanjarmasin #bioskop21 #bookingtiketbioskop #antritiketbioskop #jasatitiptiketbioskop #jasabookingtiket #banjarmasin #banjarbaru #martapura #tanahlaut #barabai #kandangan #amuntai #mhsbanjar #mhsulm #mhsuinantasari #uinantasari #visitkalsel #banjarmasinbungas #klikbanjar #wargabanua"
mohdfaizalfaizal81,2018-01-19,Movie time.. #Thecommuter #familytime❤️
moviesmusiccomicguy,2018-01-19,Cinema time 😁 with zee beautiful @onlythisandnothingmore #Bluray #Bluraycollection #Bluraycollector #dvd #dvdcollection #dvdcollector #movie #film #actor #movies #goodtimes #cinephilecommunity #cinephile #filmbuff #moviebuff #movieaddict #filmaddict #cinema #thecommuter #liamneeson #thriller #thrillermovie #currentlywatching #movietime #verafarmiga #patrickwilson #samneill #cinematrip #cineworld
idho19,2018-01-19,"Team Pramuka 7152 (walaupun ada yg kd bebuat difoto), hiburan yang tertunda... #nonbar #XXI #beramian #thecommuter #7152"
sharonkaihau,2018-01-19,When I got declined at the Auburn cinemas so my random Tongan boyfriend paid for me tickets 💲😝😂😂😂 #thecommuter was folkn good to be folkn honest 🔥
marketter_nutz,2018-01-19,อยากดูต้องได้ดู 🤨🤨🤨 #คนเดียวจนชิน😂 #thecommuter
tvspaulmalone,2018-01-19,"Top show tonight with @helenmirren #liamneeson #jamiedornan & @thisissigrid BBC1, 10.35pm @thegrahamnortonshow #thegnshow #winchester #thecommuter #fiftyshadesfreed #strangers"
hangmoon05,2018-01-19,Phim 2 tiếng ngủ mất tiếng rưỡi :))) #thecommuter
beniesetianto,2018-01-19,saksikan akting brillian #liamneeson pemain watak 11 12 dg #willemdafoe #thecommuter #thriller
jokermovies,2018-01-19,"• ~♦️The Commuter • ~ 🎥2018 • ~ 👀Drama, Action , Crime • ~ ⏳1h 45min• ~ ⭐️IMDb 6.6/10 • • • • ~ 🎬 About the movie 👇🏻• • • • • ‎مايكل وولريتش (ليام نيسون) موظف تأمينات، يخرج يوميًا في رحلة عمله التي باتت روتينًا بالنسبة له. تتغير الأمور حين يتلقى اتصالًا غامضًا من غريب لا يعرفه، ويصبح مايكل مضطرًا للكشف عن هوية الراكب المتخفي بالقطار – الذي يقله لعمله – قبل بلوغ المحطة الأخيرة. وبينما يسابق الزمن لحل اللغز، يكتشف أن هناك خطة قاتلة تُحاك وأنه سيتورط في مؤامرة جنائية عن غير قصد، وبذات الوقت ستتوقف على تصرفاته حياة كل مَن على متن القطار. • • • • ~ Enjoy Watching 🤩🖤• ~ #TheCommuter 👻•"
harrymulya_dr_ortho,2018-01-19,..Sowan om Liam Neeson dulu.. #thecommuter #liamneesonfans
pvriconversova,2018-01-19,"How are you treating the weekend? What better than watching one of the new releases at #PVRICON, while enjoying the live gourmet menu along with friends & family! @darkesthour @12strongmovie @thecommuterfilm @vodkadiariesthefilm #mybirthdaysong . . . . #weekendvibes #weekendrelease #weekendfun #fridaymood #cinema #moviebuff #moviovers #movieday #entertainmentcenter #entertainment #12strong #thecommuter #vodkadiaries #darkesthourmovie #mybirthdaysong #mumbai #mumbaikar #pvr #pvricon #pvriconversova"
liam.neeson.original,2018-01-19,"#liamneeson and #jaumecolletserra premiere Paris #thecommuter January 16, 2018"
vera_farmigakey,2018-01-19,I need this sunday now because I will go to see The Commuter yayy i can't wait ❤ #verafarmiga #liamneeson #thecommuter
metrojunctionmall,2018-01-19,Plan your weekend with INOX Leisure Ltd. and three fresh movie releases only with #MetroJunctionMall. Vodka Diaries 12 Strong #Thecommuter
my.name.is.alentot,2018-01-19,1st date for 2018!😉 #wifeytime #thecommuter #movietime
studiocanaluk,2018-01-19,42 phone calls (usually don’t end well for the person on the other end of the line) 📞 Get to know Liam Neeson and his action film numbers. #TheCommuter is in cinemas now.
lucy.s.min_aus,2018-01-19,금요일오후 5시 10분 남편과의 데이트The commuter🎥 일끝나고 오후에 손붙잡고 후딱가서 본영화😀럭키하게 넓은 관에 들어가서 우리집 거실마냥 누워서 봤다👏 13불로 행복했던 두시간🐽 #thecommuter #cineflex #금요일데이트
eventinnaloo,2018-01-19,NOW SHOWING at #eventinnaloo 🍿 🎞Visionary Writer/Director Guillermo Del Toro’s ‘Shape of Water’ is in cinemas now! This is a must-see for anybody who loves a dark fairytale 🐟 🎞Liam Neeson is back and kicking @ss in the mystery-thriller ‘The Commuter’ 🚊 🎞The explosive final chapter of the Maze Runner saga ‘The Maze Runner: The Death Cure’ is now showing. Witness the end in #vmax 🏃‍♂️ 🏃‍♀️
ewelazaranek,2018-01-19,"I have just watched “The Commuter” with Liam Neeson and started to feel nostalgic about my second home. It’s been such an unbelievable experience to sit in the theater and to be able to relate to all the locations. Having lived a stone’s throw to Tarrytown, Bear Mountain, Dobbs Ferry, Grand Central and my lovely Manhattan as well as seeing the main character taking the train I used to take to the city every weekend made me wanna shed a tear and come back there. I know, I will. Soon! #nostalgia #secondhome #movietime #nyc #grandcentral #metrotrain #thecommuter #memories #wonderfulplaces #myfavorites #soinlove #missing #manhattan #dobbs #tarrytown #positivevibes #busypeople #train"
lightcinema_thetford,2018-01-19,Our two new movies #TheCommuter and #Coco are now playing! Along with #DarkestHour #3Billboards #GreatestShowman and #Jumanji *** #Thetford #Cinema #film #movie #LightCinemaThetford
carrybeans,2018-01-19,"""What would you do if your mundane life suddenly made a one-eighty?""🤔 The Commuter (starring Liam Neeson) was enjoyable and we gave it a score of 7/10 🚈 ・ Visit Carrybeans.com to read our full review of the movie or click the link in our bio 📍 ・ 📷 @thecommuterfilm ・ #thecommuter #commuter #liamneeson #moviereview #carrybeansmoviereview #kotakinabalu #kkwbeauty #kkcity #kkcitybah #kkcityonline #kkcitysabah #sabah #sabahbah #bah #landbelowthewind #borneo #local #travel #travelasia #jesselton"
cik_iez,2018-01-19,No caption..😊😊😊 #justsmile #teatime #thecommuter #weekend
best_movies_11,2018-01-19,"Don't miss the #ThrillerKing #LiamNeeson's latest adventure in #TheCommuter, in cinemas now. #PVRPicturesRelease"
dom_stagram,2018-01-19,Cheer... enjoyed that movie 🍿 .. The Computer ... Oops The Commuter. . . . @hoytsaustralia #movies #movienight #familynight #thecommuter @jellybellycandyco #jellybeans
qerja,2018-01-19,"Weekend is coming! Luangkan waktu sejenak untuk berkumpul bersama keluarga dan orang-orang terdekat Anda di minggu ini dengan mencoba #weekendqerja diatas. Ada yang sudah menonton deretan film diatas? Lalu film mana yang menjadi favorite Anda? Jika Qolega memliki #movielist dan #Weekendlist lainnya, yuk sharing di kolom komentar dibawah. Happy weekend! #Weekendqerja #rekomendasiqerja #rekomendasiweekend #weekendlist #movielist #insidious #insidiousthelastkey #thegreatestshowman #thecommuter #filmterbaru #hugjackman"
once_upon_a_fairytale1,2018-01-19,Movies with this one. #thecommuter #movies #motherdaughterdate
pvrpictures,2018-01-19,Rush hour is almost here! Are you ready? #TheCommuter has hit cinemas today! #PVRPicturesRelease
happytoko,2018-01-19,"Besok weekend nih Happiers, sudah ada rencanakah? . . Gimana kalau nonton film yang lagi HOT banget di pekan ini yaitu The Commuter . . Film yang diperankan oleh Liam Neeson Ini memiliki genre action-thriller yang menceritakan seorang pria yang secara tidak sengaja terseret ke dalam konspirasi pembunuhan usai ia bertemu dengan perempuan misterius di kereta komuter . . Penasaran sama filmnya? Nah kamu sudah #bisa pesan tiket bioskopnya lho di www.happytoko.com . . Yuk pesen agar weekend kamu #bisahappy . . Happy Toko Belanja Jadi Happy! . . #happytoko #balenjahappy #tiketnonton #nontonbioskop #thecommuter #tiket #nonton #bioskop #jualtiket #cineplex #21cineplex"
dinasubing,2018-01-19,FREEDAY for The Commuter 😂 #thecommuter #liamneeson #friends #fridate
studiocanaluk,2018-01-19,All change please - @joehboyd's illustrated artwork for #TheCommuter has arrived. See the step-by-step process on our Instagram story.
santainoue,2018-01-19,リーアムニーソンの #theCommuter 面白かった。 「通勤者」って意味。 もっとリスニング力が上がれば、もっと映画が楽しめそう♪
fabdeals142,2018-01-19,"Don't miss the #ThrillerKing #LiamNeeson's latest adventure in #TheCommuter, in cinemas now. #PVRPicturesRelease"
fulvie.liza,2018-01-19,Let's movie #thecommuter #ulisjalan2 #cinema #ambonmanise
villya_angel,2018-01-19,#XXI #mall #jayapura #studio3 #thecommuter
pomysl_na_film,2018-01-19,"Pasażer Premiera Tytuł oryginalny: The Commuter Czas trwania: 104 min. Produkcja: USA , 2017 Gatunek: kryminał / dramat / dreszczowiec Premiera: 12 stycznia 2018 Dystrybutor filmu: Kino Świat Reżyseria: Jaume Collet-Serra Obsada: Vera Farmiga, Liam Neeson, Elizabeth McGovern Bohater kina akcji, Liam Neeson, powraca w trzymającym w napięciu od pierwszej do ostatniej minuty thrillerze w reżyserii mistrza gatunku – Jaume’a Collet-Serra. „Pasażer” – nowe dzieło twórcy przebojów „183 metry strachu” i „Non stop” to pełne gwiazd kino sensacyjne, o szybkości i mocy rozpędzonego pociągu. Historia zwykłego człowieka, uwikłanego w zabójczy spisek, od którego decyzji zależeć będzie życie wielu niewinnych osób. W obsadzie produkcji, obok Neesona, m.in.: Vera Farmiga i Patrick Wilson – niezapomniana para egzorcystów z hitów „Obecność 1 i 2”, Sam Neill („Park Jurajski”) oraz Jonathan Banks, czyli zabójczy Mike Ehrmantraut z kultowych seriali „Zadzwoń do Saula” i „Breaking Bad”. Dla agenta ubezpieczeniowego Michaela Woolricha każdy dzień wygląda tak samo – praca i powrót pociągiem do domu. Wszystko zmienia się, gdy w czasie jednej z podróży poznaje tajemniczą kobietę. Nieznajoma, która wydaje się wiedzieć o Michaelu dosłownie wszystko, zleca mu niezwykłe zadanie. Zanim pociąg dotrze do celu, mężczyzna ma zlokalizować i wskazać osobę, która tego dnia nie powinna się w nim znajdować. Jeśli tego nie zrobi, ucierpi zarówno on sam, jego rodzina, jak i pozostali współpasażerowie. Nie mając wyboru, Michael postanawia rozwiązać zagadkę. Z każdą minutą i przebytym kilometrem stawka rośnie, a mężczyzna przekonuje się, że stał się pionkiem w szalenie niebezpiecznej intrydze. ___ #pomyslnafilm #film #premiera #thecommuter #pasazer"
littleseen,2018-01-19,#thecommuter
brenerpolina,2018-01-19,My beautiful daughter @galiabrener 😊❤️ ・・・ Such a cool night at the @cinestarde in Frankfurt. We watched the @thecommuterfilm and it was so exciting. Every minute was filed with intense action. #thecommuter #omg #so #much #action! 😈 and of course I had to take a photo with this handsome shadow stormtrooper! 😍 #stormtrooper #shadowstormtrooper #starwars #starwarsfan #frankfurt #germany #princesswarrior #starwars #cool #beautiful #inaction
