评论人,时间,内容
new_shop0000,2014-09-15,【代sell】方吉生態瓶 $59 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #方吉 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #美甲貼 #索袋 #大抽獎 #Bduck #DO #厚底鞋 #手袋 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #原宿 #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-15,【代sell】方吉生態瓶 $59 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #方吉 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #美甲貼 #索袋 #大抽獎 #Bduck #DO #厚底鞋 #手袋 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #原宿 #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-15,【代sell】 店主自留款~ 方吉生態瓶 $59 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #方吉 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #美甲貼 #索袋 #大抽獎 #Bduck #DO #厚底鞋 #手袋 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #原宿 #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-15,【代sell】 店主自留款~ 方吉生態瓶 $59 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #方吉 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #美甲貼 #索袋 #大抽獎 #Bduck #DO #厚底鞋 #手袋 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #原宿 #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-15,【代sell】 店主自留款~ 方吉生態瓶 $59 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #方吉 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #美甲貼 #索袋 #大抽獎 #Bduck #DO #厚底鞋 #手袋 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #原宿 #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-15,【代sell】 店主自留款~ 方吉生態瓶 $59 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #方吉 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #美甲貼 #索袋 #大抽獎 #Bduck #DO #厚底鞋 #手袋 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #原宿 #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-15,【代sell】 店主自留款~ 方吉生態瓶 $59 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #方吉 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #美甲貼 #索袋 #大抽獎 #Bduck #DO #厚底鞋 #手袋 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #原宿 #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-15,【代sell】 店主自留款~ 方吉生態瓶 $59 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #方吉 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #美甲貼 #索袋 #大抽獎 #Bduck #DO #厚底鞋 #手袋 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #原宿 #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-15,【代sell】 店主自留款~ 韓國字母復古火漆印章套裝 26個英文字母任選1個 只係賣$65咋 ! ! ! ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #方吉 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #美甲貼 #索袋 #大抽獎 #Bduck #DO #厚底鞋 #手袋 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #原宿 #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-15,【代sell】韓國3CE透明袋 $59 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #方吉 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #美甲貼 #索袋 #大抽獎 #Bduck #DO #厚底鞋 #手袋 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #原宿 #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-15,【代sell】韓國3CE透明袋 $59 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #方吉 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #美甲貼 #索袋 #大抽獎 #Bduck #DO #厚底鞋 #手袋 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #原宿 #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-15,【代sell】韓國3CE透明袋 $59 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #方吉 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #美甲貼 #索袋 #大抽獎 #Bduck #DO #厚底鞋 #手袋 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #原宿 #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-15,【代sell】韓國3CE透明袋 $59 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #方吉 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #美甲貼 #索袋 #大抽獎 #Bduck #DO #厚底鞋 #手袋 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #原宿 #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-15,【代sell】韓國3CE透明袋 $59 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #方吉 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #美甲貼 #索袋 #大抽獎 #Bduck #DO #厚底鞋 #手袋 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #原宿 #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-15,【代sell】韓國3CE三角形化妝袋 $57 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #方吉 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #美甲貼 #索袋 #大抽獎 #Bduck #DO #厚底鞋 #手袋 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #原宿 #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-15,【代sell】原宿厚底鞋 $100 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #方吉 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #美甲貼 #索袋 #大抽獎 #Bduck #DO #厚底鞋 #手袋 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #原宿 #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-15,【代sell】原宿厚底鞋 $100 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #方吉 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #美甲貼 #索袋 #大抽獎 #Bduck #DO #厚底鞋 #手袋 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #原宿 #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-15,【代sell】原宿厚底鞋 $100 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #方吉 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #美甲貼 #索袋 #大抽獎 #Bduck #DO #厚底鞋 #手袋 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #原宿 #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-15,【代sell】原宿厚底鞋 $100 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #方吉 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #美甲貼 #索袋 #大抽獎 #Bduck #DO #厚底鞋 #手袋 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #原宿 #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-14,【代sell】糖果色復古背包 $100 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #實拍 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #hkshop #索袋 #大抽獎 #Bduck #DO #可愛 #嘟嘟 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #hksale #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-14,【代sell】復古背包 $100 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #實拍 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #hkshop #索袋 #大抽獎 #Bduck #DO #可愛 #嘟嘟 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #hksale #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-14,【代sell】糖果色復古背包 $100 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #實拍 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #hkshop #索袋 #大抽獎 #Bduck #DO #可愛 #嘟嘟 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #hksale #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-14,【代sell】糖果色復古背包 $100 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #實拍 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #hkshop #索袋 #大抽獎 #Bduck #DO #可愛 #嘟嘟 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #hksale #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-14,【代sell】復古背包 $100 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #實拍 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #hkshop #索袋 #大抽獎 #Bduck #DO #可愛 #嘟嘟 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #hksale #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-14,【代sell】 復古背包 $100 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #實拍 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #hkshop #索袋 #大抽獎 #Bduck #DO #可愛 #嘟嘟 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #hksale #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-14,【代sell】 復古背包 $100 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #實拍 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #hkshop #索袋 #大抽獎 #Bduck #DO #可愛 #嘟嘟 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #hksale #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-14,【代sell】有現貨 ! ! ! Oohlala掛飾 $40 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #實拍 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #hkshop #索袋 #大抽獎 #Bduck #DO #可愛 #嘟嘟 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #hksale #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-14,【代sell】 美甲套裝 1. 36W光療機 2. 燈管×4 3. 指甲挫 4. 方形打磨挫 5. 拋光條 6. 透明延長膠 7. 3G膠水×3 8. 洗筆杯 9. 光療筆×5 10. 分指器×2 11. 半貼甲片 12. 2mm亮片 13.2mm珍珠 14. 指甲鉗 15. 指甲油 16. 營養筆 17. 死皮叉 18. 死皮推 19. 快乾水 20. 封層 21. 結合劑 22. 假指甲 23. 指甲托×20 24. 一字剪 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉 #實拍 #小索袋 #原宿 #毛毛 #單眼仔 #MU #中索袋 #大索袋 #水瓶 #hkshop #索袋 #大抽獎 #Bduck #DO #可愛 #嘟嘟 #exo #彼得兔 #民族風 #韓款 #田園 #抽獎 #筆袋 #hksale #三眼仔 #電話殼 #oohlala
shoppingatmiracles,2014-09-15,#852shop #戒指 #hkigshop #hkseller #hkig #852igshop #hkgirl #首飾 #手鏈 #彼得兔 #森林系 #頭飾 #禮物 #日本 #兔子 #hkshopping #852store #852girl #igshop #耳環 #hkshop #頸鏈 #手繩 #小清新 #hkonlineshop #田園風 #田園系 #田園 #髮飾 #飾物
new_shop0000,2014-09-14,【代sell】 Tanana冷水瓶🍹你仲唔快啲泥買返個120@1 235@2 2個就成團啦 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉 #實拍 #小索袋 #原宿 #毛毛 #單眼仔 #MU #中索袋 #大索袋 #水瓶 #hkshop #索袋 #大抽獎 #Bduck #DO #可愛 #嘟嘟 #exo #彼得兔 #民族風 #韓款 #田園 #抽獎 #筆袋 #hksale #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-14,【代sell】店主實拍 ! ! ! 韓國至hit可愛頭巾 $15-18@1 糖果色好可愛 當你朝早起身洗面嘅時候 見到佢隻色都精神啲～ 你可以用佢束起啲頭髮 咁就唔會左住左你啦~ ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉 #實拍 #小索袋 #原宿 #毛毛 #單眼仔 #MU #中索袋 #大索袋 #水瓶 #hkshop #索袋 #大抽獎 #Bduck #DO #可愛 #嘟嘟 #exo #彼得兔 #民族風 #韓款 #田園 #抽獎 #筆袋 #hksale #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-14,【代sell】店主實拍 ! ! ! 韓國至hit可愛頭巾 $15-18@1 糖果色好可愛 當你朝早起身洗面嘅時候 見到佢隻色都精神啲～ 你可以用佢束起啲頭髮 咁就唔會左住左你啦~ ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉 #實拍 #小索袋 #原宿 #毛毛 #單眼仔 #MU #中索袋 #大索袋 #水瓶 #hkshop #索袋 #大抽獎 #Bduck #DO #可愛 #嘟嘟 #exo #彼得兔 #民族風 #韓款 #田園 #抽獎 #筆袋 #hksale #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-14,【代sell】店主實拍 ! ! ! 韓國至hit可愛頭巾 $15-18@1 糖果色好可愛 當你朝早起身洗面嘅時候 見到佢隻色都精神啲～ 你可以用佢束起啲頭髮 咁就唔會左住左你啦~ ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉 #實拍 #小索袋 #原宿 #毛毛 #單眼仔 #MU #中索袋 #大索袋 #水瓶 #hkshop #索袋 #大抽獎 #Bduck #DO #可愛 #嘟嘟 #exo #彼得兔 #民族風 #韓款 #田園 #抽獎 #筆袋 #hksale #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-14,【代sell】 店主實拍 ! ! ! Tanana吸管杯🍹而家咁興哩種杯🙈你仲唔快啲泥買返個98@1 180@2 2個就成團啦 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #實拍 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #hkshop #索袋 #大抽獎 #Bduck #DO #可愛 #嘟嘟 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #hksale #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-14,【代sell】現貨! ! ! 店主實拍! ! ! 糖果色袋 $20 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #實拍 #小索袋 #原宿 #毛毛 #吸管杯 #MU #好評 #大索袋 #水瓶 #hkshop #索袋 #大抽獎 #Bduck #DO #可愛 #嘟嘟 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #hksale #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-14,【代sell】現貨 ! ! ! 店主實拍 ! ! ! 貓貓散子包 $19 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #實拍 #小索袋 #原宿 #毛毛 #吸管杯 #MU #好評 #大索袋 #水瓶 #hkshop #索袋 #大抽獎 #Bduck #DO #可愛 #嘟嘟 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #hksale #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-14,【代sell】Tanana咖啡杯🍹而家咁興哩種杯🙈你仲唔快啲泥買返個85@1 165@2 2個就成團啦 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #實拍 #小索袋 #原宿 #毛毛 #吸管杯 #MU #好評 #大索袋 #水瓶 #hkshop #索袋 #大抽獎 #Bduck #DO #可愛 #嘟嘟 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #hksale #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-14,【代sell】 Tanana小吸管杯🍹而家咁興哩種杯🙈你仲唔快啲泥買返個70@1 135@2 2個就成團啦 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #實拍 #小索袋 #原宿 #毛毛 #吸管杯 #MU #好評 #大索袋 #水瓶 #hkshop #索袋 #大抽獎 #Bduck #DO #可愛 #嘟嘟 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #hksale #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-14,【代sell】 Tanana吸管杯🍹而家咁興哩種杯🙈你仲唔快啲泥買返個98@1 180@2 2個就成團啦 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #實拍 #小索袋 #原宿 #毛毛 #吸管杯 #MU #好評 #大索袋 #水瓶 #hkshop #索袋 #大抽獎 #Bduck #DO #可愛 #嘟嘟 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #hksale #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-14,【代sell】有現貨 ! ! ! Oohlala掛飾 $40 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #實拍 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #hkshop #索袋 #大抽獎 #Bduck #DO #可愛 #嘟嘟 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #hksale #三眼仔 #電話殼 #oohlala
new_shop0000,2014-09-14,【代sell】 店主實拍 ! ! ! 藍色pobling洗面機 $85 現貨×2 ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ 按我有更多種類嘅貨品～ @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 @new_shop0000 ⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧⇧ #頭巾 #洗臉機 #實拍 #小索袋 #原宿 #毛毛 #單眼仔 #MU #好評 #大索袋 #水瓶 #hkshop #索袋 #大抽獎 #Bduck #DO #可愛 #嘟嘟 #exo #彼得兔 #民族風 #韓款 #田園 #大抽獎 #筆袋 #hksale #三眼仔 #電話殼 #oohlala
